class,Tweet
pos,'@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p'
pos,'noodlebox with amanda tonight '
pos,'@una_avion2010 Sorrry, Im doing like 29823782 different things. Kevin Jonas Girlfriend  '
pos,'@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol'
pos,'loving life... and loving you '
pos,'@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] '
pos,'loves chocolate milk  and that is GF YEAH..'
pos,'Going to Sutter Creek tomorrow to tour an old Mine '
pos,'@bodycoach Ill look into that cho, I personally like strawberry but Im going to become coach soon  '
pos,'@little__fish guess where i live. the other side of the earth  east mesa, losiento'
pos,'@paula_paige3489 so apart from the sore... how was the tryouts? '
pos,'failed physics TEST... what a homo. keeen for the holidays (2 days to go) '
pos,'Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving '
pos,'@leiabox so what can you tell us about it? Im totally geeking out right now '
pos,'@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to '
pos,'@Rebecca1158 goodnight. '
pos,'My brother is sick too lol. Quite weird '
pos,'@drdrew *gives a hug and a cookie* Hope you feel better! '
pos,'@jonathanRKnight Hey Jon! Its real and I hope you take care of yourself...we dont want you to get too rundown.  ((Hugs)) '
pos,'Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE '
pos,'had a good tech meeting at clubZone - dinner was sushi '
pos,'@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! '
pos,'@jeffswarens depends on which version they thought you  the one I know doesnt go like that ;)'
pos,'@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much '
pos,'@Honey3223 Lurkers now that was interesting '
pos,'@saravananp mine is B North. Still need to decide aaru hithavaru ninage ee moovaroLage to vote  '
pos,'@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in'
pos,'eating ice-cream with chocolate topping '
pos,'@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!'
pos,'@its_yvonne daaang i didnt know it was possible to talk that long! whatd you guys talk about  '
pos,'@LaurUy West.  Mostly San Jose and San Francisco.'
pos,'Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. '
pos,'@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!'
pos,'shenagians!  my team is awesome&lt;3'
pos,'listening to some music and just chilling....Ill probably regret not getting work done...but till then im just gonna kick back  '
pos,'I am doing a study of Think &amp; Grow Rich - Wow - its amazing how timeless the law of attraction is! So now were on our 6 step program!  '
pos,'@BittenbyBooks Oh good!  Im glad youre feeling better!   I ve been really good!  It ll be a crazy week though... In a good way!  '
pos,'21 Days till chris comes home and 67 days till summer '
pos,'@davidgideon Yeah, those were the days  - no, its now around 1.47ish...'
pos,'@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. '
pos,'@its_anne Kay thanks. '
pos,'Goodnight '
pos,'I am determined to get back into baseball -- its been 5 years since Ive really watched the sport. Anyone interested in going to a game?  '
pos,'@beycah Good for you Becca, have a good sleep. '
pos,'@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me '
pos,'Just seen the preview for the movie &quot;Obsessed&quot; w/ Beyonce. Wow one crazy broad in that movie &amp; Beyonce seems to go nuts in it too! '
pos,'Easy Rider till I fall asleep '
pos,'@miketomalaris Im very, very, very excited about the live broadcast of Paris-Roubaix. '
pos,'just had a real good moment. i missssssssss him so much, '
pos,'@belliestobabies I have two too. I just dont know how people survive winter without jungle gyms at home '
pos,'@jaredleto Just started to work. But its the last one before holidayholiday!! '
pos,'Watchin Greek then off to Knighty Knight!! '
pos,'i am working on my media room design and i love love love my client profile '
pos,'@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now '
pos,'@Lou911 Aww, thanks '
pos,'Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh Im kinda nervous yet excited...til tomorrow!'
pos,'thinking and planning '
pos,'Good enough.. time to go sleep off whatever I can, be happier tomorrow ? heres Hopin.. go check my Fb. for what is in store for me now. '
pos,'@missvic what do you mean, I do those things now and Im OLD! '
pos,'@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843'
pos,'@UrbanThai  and you have me to thank for that '
pos,'@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, its *now*. No need to struggle... just make better choices every day. '
pos,'@JonathanRKnight hmm you have a lot to say tonight! Thats great!  Of course, here I am up late reading it. haha'
pos,'@guykawasaki congrats on 10neg,000 followers. Wow almost 4 times of what I have '
pos,'@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? Im not really screaming. Just wondering. Thanks! '
pos,'@suitelifeofkell thats freakin cooool   i love twitter .haha '
pos,'@I3renda maybe. theres nothing wrong with being caring. but try not to care too much. '
pos,'why does Brissa not even know she has a twitter? -Lauren '
pos,'@jbrotherlove I thought it was a great love story '
pos,'@enbaldarlingg No, thats just the mirror youre looking in.  '
pos,'@amandahesser thanks!  i couldnt have done it without you  '
pos,'wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter '
pos,'... 31 days until I leave for Ontario!! '
pos,'Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! '
pos,'@LissyM ahh i only just saw youd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser '
pos,'@KaciMaureen holy laundry woman! '
pos,'@iamdiddy I hate it too, but I just got back from the trainer. Go! '
pos,'@markhoppus lol you�re so fucking funny '
pos,'working on setting up my ipod touch, which as of today is officially mine!! '
pos,'@nikhilnarayanan saw the tvc yesterday.. worked for me '
pos,'Jon could totally say Mannies and Peddies and I would shut my fat face about it.  '
pos,'@magopus Hahaha! Well if they ever run out of ideas, Im nominating you to come up with some good ones. '
pos,'A friend feels like a beer on a Monday night. Thats never good. But beer is always good. Always. '
pos,'@hopeinhell One usually follows the other, no? '
pos,'@special72 Thanks, Special 72!  '
pos,'Good luck for Lauren and the rest of the cast of TBS, cant wait for something to leak '
pos,'Shoot For The Moon! Even if you miss, youll land among the stars. '
pos,'@JohnHays hmm, that I dont agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too '
pos,'@izzakizza nada just tryna holla holla.   hows the mixtape coming up?'
pos,'@aussie_ali  yep it makes it so much easier to get points across in 140 '
pos,'@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention, but I suppose another set of eyes could hurt not.'
pos,'http://twitpic.com/2y2jf - my cupcakes '
pos,'@purrplexa And its a wonderful thing!  Im all in favor of using the entire English language (shit, I use #expletives too, I think) '
pos,'@mynameisgerard haha! im not saying u should try it.. but maybe u should '
pos,'back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!'
pos,'@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits '
pos,'@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song..  nighty night'
pos,'@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time '
pos,'@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting.'
pos,'@nsastrasasmita k. ill try to figure it out. im gonna go to bed. night night   '
pos,'amazing night with llama and malcolm and megan&lt;---fuck the theatre! '
pos,'@kayotae Just had a martini myself. '
pos,'city all day soo happy to be home. school in the morning '
pos,'My spring break= watching moviess all day everyday for a week '
pos,'@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!'
pos,'@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! '
pos,'http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def.'
pos,'shhhhhhhhhh....time to watch the Hills. '
pos,'since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. '
pos,'@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  '
pos,'@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin '
pos,'Callin it a night! I always have the best sleep after a good workout!! '
pos,'@Infinitarchitek Feels pretty good doesnt it? '
pos,'@stee322 but you did go to hash bash anyway.. '
pos,'@loltothepower correction, i GOT a badass fringe. '
pos,'@procoder hmmm, sure sure  so what r u upto ? hows the day for u?'
pos,'@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. Its bn fun but I caught my 4 yrold cheating by looking at reflection in TV'
pos,'My hair is blue. '
pos,'@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night '
pos,'stressing over this math test...uhhh....2 days till spring break!!!! '
pos,'@MintCool uh, because we really need each other, plus, youd be my designated driver on PCH '
pos,'@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN '
pos,'@ijustine the gym is an awesome place! work it out '
pos,'@augustography hmmm think we need to get you climbing up hills .. youll be really sining then '
pos,'Just won 20$ on unc game '
pos,'Really tired. Going to prepare for bed. Gnight! '
pos,'@keyannaaa the new story of your life will include magic fountain with me '
pos,'Im getting nervous that this trip tomorrow may be a little boring. Haha oh well, i always have my trusty ipod and my books of course  lol'
pos,'should be going to bed... maybe ill do that... but im thinking I ll put on Anastasia on my laptop as i fall asleep  '
pos,'@ijustine http://twitpic.com/1ff65 - I love ur top '
pos,'still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... '
pos,'@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. '
pos,'@juneaurock Hellz yeah, definitely downloading. Thanks '
pos,'http://twitpic.com/2y2jz - we are so stinkin cute '
pos,'@Lyndeeezy hahah not yet! but soon. very soon '
pos,'Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! '
pos,'@michaelgrainger we have much more than that in common my friend!! '
pos,'@ben_mayer better be. I dont wanna have to come find u and save the dog. But I would!  Im all 4 the animals . Call off the twit police '
pos,'@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? '
pos,'@Westneyrhindxx hello westney  what are you doing ?? x'
pos,'@WhereisKevinn well my night seems pretty boring in comparison to the strokes youve experienced tonight '
pos,'@jephjacques I love the way you draw giraffe eyelashes. '
pos,'@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too '
pos,'@holytshirt Glad to read it! '
pos,'spent the evening outside in the beautiful warm weather. finally feels like spring '
pos,'pullin an all nighter wit my bffl madison '
pos,'@AttractMode Thanks for putting on such a great event. Cant wait for the inevitable sequels! '
pos,'I dont know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok'
pos,'@thenub you are too '
